year,area,cpi,coli,coli_cpi,population,fitness,dance_studio,studio_num,studio_emp,studio_wage,tot_emp,emp_prse,h_mean,a_mean,mean_prse,h_pct10,h_pct25,h_median,h_pct75,h_pct90,a_pct10,a_pct25,a_median,a_pct75,a_pct90,occ
2011,Seattle,232.765,121.4,0.5355260197712325,3503891.0,23.191,3.04,,,,2790.0,9.9,13.61,28310.0,2.8,9.08,9.77,11.73,14.95,21.32,18890.0,20320.0,24400.0,31090.0,44330.0,rec_worker
2011,LA,231.928,136.4,0.6038230320415771,12925753.0,23.191,3.04,,,,5209180.0,0.5,24.75,51480.0,0.7,9.01,11.3,18.08,31.2,47.92,18740.0,23510.0,37620.0,64900.0,99680.0,all_jobs
2011,LA,231.928,136.4,0.6038230320415771,12925753.0,23.191,3.04,,,,,,13.05,,11.1,8.47,8.8,9.34,17.22,22.38,,,,,,dancer
2011,LA,231.928,136.4,0.6038230320415771,12925753.0,23.191,3.04,,,,990.0,37.6,24.91,51820.0,13.3,11.86,14.02,23.74,32.47,45.4,24660.0,29160.0,49390.0,67530.0,94430.0,choreo
2011,LA,231.928,136.4,0.6038230320415771,12925753.0,23.191,3.04,,,,7510.0,10.4,21.1,43890.0,4.2,11.11,15.22,18.94,25.08,34.84,23110.0,31660.0,39400.0,52180.0,72480.0,fit_trainer
2011,LA,231.928,136.4,0.6038230320415771,12925753.0,23.191,3.04,,,,13310.0,4.7,12.08,25130.0,1.2,8.83,9.78,11.41,13.64,15.99,18360.0,20340.0,23740.0,28380.0,33250.0,rec_worker
2011,SanFran,233.39,164.0,0.7209773639484941,4395725.0,23.191,3.04,,,,1911930.0,0.5,29.51,61370.0,0.8,10.02,13.99,22.81,37.45,57.46,20840.0,29100.0,47440.0,77900.0,119520.0,all_jobs
2011,SanFran,233.39,164.0,0.7209773639484941,4395725.0,23.191,3.04,,,,390.0,27.3,20.54,,8.3,9.1,15.87,20.09,23.59,33.32,,,,,,dancer
2011,SanFran,233.39,164.0,0.7209773639484941,4395725.0,23.191,3.04,,,,750.0,27.4,25.05,52100.0,11.7,10.82,15.11,19.94,33.68,50.07,22500.0,31430.0,41470.0,70050.0,104130.0,choreo
2011,SanFran,233.39,164.0,0.7209773639484941,4395725.0,23.191,3.04,,,,4980.0,9.9,26.11,54310.0,3.4,11.52,18.22,25.42,33.65,41.91,23970.0,37900.0,52870.0,70000.0,87160.0,fit_trainer
2011,SanFran,233.39,164.0,0.7209773639484941,4395725.0,23.191,3.04,,,,5250.0,4.8,14.44,30040.0,3.4,8.94,10.19,12.96,17.7,21.83,18580.0,21200.0,26950.0,36820.0,45410.0,rec_worker
2011,All,224.939,,,311591919.0,23.191,3.04,,,,128278550.0,0.1,21.74,45230.0,0.1,8.65,10.76,16.57,26.67,41.0,18000.0,22380.0,34460.0,55470.0,85280.0,all_jobs
2011,All,224.939,,,311591919.0,23.191,3.04,,,,11240.0,8.2,19.53,,6.6,8.5,9.37,15.06,23.39,33.49,,,,,,dancer
2011,All,224.939,,,311591919.0,23.191,3.04,,,,10870.0,6.5,21.23,44160.0,2.4,9.23,12.76,19.04,27.89,35.61,19190.0,26540.0,39600.0,58010.0,74060.0,choreo
2011,All,224.939,,,311591919.0,23.191,3.04,,,,231500.0,1.3,17.38,36150.0,0.9,8.33,9.5,14.92,22.18,31.34,17340.0,19750.0,31030.0,46120.0,65180.0,fit_trainer
2011,All,224.939,,,311591919.0,23.191,3.04,,,,301840.0,0.9,12.18,25330.0,0.4,8.07,8.85,10.64,14.05,18.56,16780.0,18410.0,22130.0,29230.0,38600.0,rec_worker
2012,NY,252.588,216.7,0.8996778264912979,19149689.0,24.051,3.22,47269.0,90668.0,0.9026000000000001,8305030.0,0.3,27.38,56940.0,0.5,9.02,12.38,20.51,34.61,53.39,18770.0,25760.0,42660.0,71980.0,111060.0,all_jobs
2012,NY,252.588,216.7,0.8996778264912979,19149689.0,24.051,3.22,47269.0,90668.0,0.9026000000000001,1930.0,19.6,30.02,,15.8,10.07,13.42,25.17,33.57,42.91,,,,,,dancer
2012,NY,252.588,216.7,0.8996778264912979,19149689.0,24.051,3.22,47269.0,90668.0,0.9026000000000001,150.0,11.3,31.46,65450.0,7.3,15.56,20.72,30.48,44.86,52.63,32360.0,43090.0,63410.0,93310.0,109470.0,choreo
2012,NY,252.588,216.7,0.8996778264912979,19149689.0,24.051,3.22,47269.0,90668.0,0.9026000000000001,16740.0,6.9,27.04,56250.0,4.7,10.48,16.11,26.1,35.86,47.44,21790.0,33520.0,54290.0,74580.0,98670.0,fit_trainer
2012,NY,252.588,216.7,0.8996778264912979,19149689.0,24.051,3.22,47269.0,90668.0,0.9026000000000001,24850.0,5.0,14.11,29360.0,1.5,8.31,9.72,12.56,17.19,22.37,17270.0,20220.0,26130.0,35740.0,46530.0,rec_worker
2012,Chicago,222.005,116.9,0.5491614600460375,9528090.0,24.051,3.22,47269.0,90668.0,0.9026000000000001,4276280.0,0.4,23.62,49120.0,0.9,9.01,10.96,17.71,29.88,44.45,18750.0,22800.0,36830.0,62150.0,92450.0,all_jobs
2012,Chicago,222.005,116.9,0.5491614600460375,9528090.0,24.051,3.22,47269.0,90668.0,0.9026000000000001,310.0,21.2,16.3,,8.5,8.87,10.3,15.53,20.67,26.69,,,,,,dancer
2012,Chicago,222.005,116.9,0.5491614600460375,9528090.0,24.051,3.22,47269.0,90668.0,0.9026000000000001,160.0,27.6,20.19,42000.0,15.9,9.27,12.87,18.44,25.25,36.46,19280.0,26780.0,38360.0,52510.0,75830.0,choreo
2012,Chicago,222.005,116.9,0.5491614600460375,9528090.0,24.051,3.22,47269.0,90668.0,0.9026000000000001,13010.0,8.5,15.49,32220.0,5.5,8.6,8.97,10.75,19.77,28.94,17900.0,18660.0,22360.0,41120.0,60190.0,fit_trainer
2012,Chicago,222.005,116.9,0.5491614600460375,9528090.0,24.051,3.22,47269.0,90668.0,0.9026000000000001,12740.0,4.8,12.03,25030.0,1.4,8.6,8.98,10.22,13.49,18.32,17900.0,18690.0,21260.0,28050.0,38100.0,rec_worker
2012,Seattle,238.663,121.4,0.5355260197712325,3558829.0,24.051,3.22,47269.0,90668.0,0.9026000000000001,1664990.0,0.8,26.87,55890.0,2.4,10.23,13.93,21.52,34.62,50.45,21270.0,28980.0,44750.0,72000.0,104930.0,all_jobs
2012,Seattle,238.663,121.4,0.5355260197712325,3558829.0,24.051,3.22,47269.0,90668.0,0.9026000000000001,4560.0,11.6,20.72,43090.0,5.2,10.2,12.9,18.42,28.02,34.2,21210.0,26830.0,38310.0,58280.0,71140.0,fit_trainer
2012,Seattle,238.663,121.4,0.5355260197712325,3558829.0,24.051,3.22,47269.0,90668.0,0.9026000000000001,3130.0,6.2,13.81,28720.0,1.8,9.4,10.24,12.04,15.43,20.71,19560.0,21310.0,25030.0,32100.0,43070.0,rec_worker
2012,LA,236.648,136.4,0.6038230320415771,13013443.0,24.051,3.22,47269.0,90668.0,0.9026000000000001,5282160.0,0.5,25.0,51990.0,0.6,9.01,11.32,18.24,31.8,48.69,18730.0,23550.0,37940.0,66150.0,101280.0,all_jobs
2012,LA,236.648,136.4,0.6038230320415771,13013443.0,24.051,3.22,47269.0,90668.0,0.9026000000000001,970.0,30.7,14.46,,10.8,8.46,8.85,9.65,18.54,23.46,,,,,,dancer
2012,LA,236.648,136.4,0.6038230320415771,13013443.0,24.051,3.22,47269.0,90668.0,0.9026000000000001,600.0,39.5,32.15,66870.0,11.5,12.9,14.26,30.82,49.1,55.14,26820.0,29660.0,64100.0,102120.0,114690.0,choreo
2012,LA,236.648,136.4,0.6038230320415771,13013443.0,24.051,3.22,47269.0,90668.0,0.9026000000000001,7560.0,11.7,22.05,45860.0,3.8,9.55,14.93,20.19,27.44,38.18,19860.0,31060.0,42000.0,57080.0,79420.0,fit_trainer
2012,LA,236.648,136.4,0.6038230320415771,13013443.0,24.051,3.22,47269.0,90668.0,0.9026000000000001,12440.0,5.1,12.26,25490.0,1.1,8.91,9.95,11.54,13.72,16.64,18530.0,20690.0,24010.0,28530.0,34610.0,rec_worker
2012,SanFran,239.65,164.0,0.7209773639484941,4455473.0,24.051,3.22,47269.0,90668.0,0.9026000000000001,1971780.0,0.6,30.13,62680.0,0.8,10.0,14.07,23.25,38.81,59.13,20800.0,29260.0,48370.0,80730.0,122980.0,all_jobs
2012,SanFran,239.65,164.0,0.7209773639484941,4455473.0,24.051,3.22,47269.0,90668.0,0.9026000000000001,550.0,29.1,17.45,,10.3,9.34,10.73,18.2,21.54,24.73,,,,,,dancer
2012,SanFran,239.65,164.0,0.7209773639484941,4455473.0,24.051,3.22,47269.0,90668.0,0.9026000000000001,640.0,36.9,26.15,54390.0,13.8,10.73,15.08,21.79,35.7,51.03,22320.0,31370.0,45320.0,74260.0,106140.0,choreo
2012,SanFran,239.65,164.0,0.7209773639484941,4455473.0,24.051,3.22,47269.0,90668.0,0.9026000000000001,4670.0,10.7,28.02,58280.0,3.5,10.38,18.24,27.92,36.77,46.29,21600.0,37950.0,58070.0,76480.0,96270.0,fit_trainer
2012,SanFran,239.65,164.0,0.7209773639484941,4455473.0,24.051,3.22,47269.0,90668.0,0.9026000000000001,6790.0,5.8,13.58,28240.0,2.6,8.56,9.31,11.99,16.37,20.93,17800.0,19370.0,24940.0,34040.0,43540.0,rec_worker
2012,All,229.594,,,313914040.0,24.051,3.22,47269.0,90668.0,0.9026000000000001,130287700.0,0.1,22.01,45790.0,0.1,8.7,10.81,16.71,27.02,41.74,18090.0,22480.0,34750.0,56200.0,86810.0,all_jobs
2012,All,229.594,,,313914040.0,24.051,3.22,47269.0,90668.0,0.9026000000000001,11390.0,6.2,19.02,,5.8,8.5,9.46,14.16,23.04,33.34,,,,,,dancer
2012,All,229.594,,,313914040.0,24.051,3.22,47269.0,90668.0,0.9026000000000001,7400.0,7.8,21.6,44930.0,3.6,9.41,12.72,18.33,27.88,39.28,19560.0,26460.0,38120.0,57980.0,81710.0,choreo
2012,All,229.594,,,313914040.0,24.051,3.22,47269.0,90668.0,0.9026000000000001,234070.0,1.4,17.74,36900.0,0.9,8.48,9.76,15.25,22.72,31.99,17630.0,20310.0,31720.0,47250.0,66530.0,fit_trainer
2012,All,229.594,,,313914040.0,24.051,3.22,47269.0,90668.0,0.9026000000000001,309730.0,0.9,12.22,25430.0,0.4,8.13,8.89,10.69,14.13,18.63,16900.0,18480.0,22240.0,29400.0,38750.0,rec_worker
2013,NY,256.833,216.7,0.8996778264912979,19226449.0,25.803,3.28,48399.0,93420.0,0.9028999999999999,8416800.0,0.3,27.89,58010.0,0.5,9.05,12.45,20.8,35.33,54.59,18820.0,25900.0,43250.0,73490.0,113540.0,all_jobs
2013,NY,256.833,216.7,0.8996778264912979,19226449.0,25.803,3.28,48399.0,93420.0,0.9028999999999999,1540.0,22.9,29.96,,18.8,12.14,14.04,22.1,32.1,42.48,,,,,,dancer
2013,NY,256.833,216.7,0.8996778264912979,19226449.0,25.803,3.28,48399.0,93420.0,0.9028999999999999,190.0,28.1,31.96,66480.0,6.9,16.69,21.84,28.99,46.18,53.3,34710.0,45430.0,60300.0,96060.0,110870.0,choreo
2013,NY,256.833,216.7,0.8996778264912979,19226449.0,25.803,3.28,48399.0,93420.0,0.9028999999999999,16790.0,5.5,26.55,55230.0,4.4,10.4,15.98,24.64,35.14,47.13,21640.0,33250.0,51240.0,73090.0,98030.0,fit_trainer
2013,NY,256.833,216.7,0.8996778264912979,19226449.0,25.803,3.28,48399.0,93420.0,0.9028999999999999,24390.0,5.8,14.14,29410.0,1.4,8.4,9.89,12.62,17.11,22.14,17470.0,20560.0,26250.0,35590.0,46060.0,rec_worker
2013,Chicago,224.545,116.9,0.5491614600460375,9550194.0,25.803,3.28,48399.0,93420.0,0.9028999999999999,4347580.0,0.7,23.66,49210.0,0.8,9.04,11.06,17.63,29.93,44.8,18810.0,23000.0,36660.0,62250.0,93180.0,all_jobs
2013,Chicago,224.545,116.9,0.5491614600460375,9550194.0,25.803,3.28,48399.0,93420.0,0.9028999999999999,440.0,27.1,18.93,,6.6,9.11,12.23,16.98,23.34,31.26,,,,,,dancer
2013,Chicago,224.545,116.9,0.5491614600460375,9550194.0,25.803,3.28,48399.0,93420.0,0.9028999999999999,60.0,35.0,27.45,57100.0,16.1,18.1,20.31,24.44,34.79,42.26,37640.0,42240.0,50830.0,72360.0,87890.0,choreo
2013,Chicago,224.545,116.9,0.5491614600460375,9550194.0,25.803,3.28,48399.0,93420.0,0.9028999999999999,,,15.99,33250.0,4.3,8.73,9.2,12.12,20.91,28.24,18160.0,19140.0,25210.0,43490.0,58730.0,fit_trainer
2013,Chicago,224.545,116.9,0.5491614600460375,9550194.0,25.803,3.28,48399.0,93420.0,0.9028999999999999,13760.0,6.5,12.38,25740.0,1.3,8.69,9.13,10.66,13.87,18.8,18070.0,19000.0,22160.0,28850.0,39110.0,rec_worker
2013,Seattle,241.563,121.4,0.5355260197712325,3612347.0,25.803,3.28,48399.0,93420.0,0.9028999999999999,1711330.0,0.6,27.46,57110.0,2.8,10.29,14.0,21.72,35.27,52.5,21400.0,29110.0,45170.0,73360.0,109200.0,all_jobs
2013,Seattle,241.563,121.4,0.5355260197712325,3612347.0,25.803,3.28,48399.0,93420.0,0.9028999999999999,,,36.05,74980.0,8.7,21.89,30.65,36.6,42.38,46.75,45520.0,63750.0,76120.0,88160.0,97240.0,choreo
2013,Seattle,241.563,121.4,0.5355260197712325,3612347.0,25.803,3.28,48399.0,93420.0,0.9028999999999999,4750.0,14.4,19.77,41120.0,4.6,9.95,11.56,16.56,27.18,34.21,20700.0,24050.0,34440.0,56540.0,71150.0,fit_trainer
2013,Seattle,241.563,121.4,0.5355260197712325,3612347.0,25.803,3.28,48399.0,93420.0,0.9028999999999999,3390.0,7.2,14.29,29730.0,2.0,9.61,10.44,12.12,16.33,22.36,19990.0,21710.0,25200.0,33970.0,46510.0,rec_worker
2013,LA,239.207,136.4,0.6038230320415771,13097434.0,25.803,3.28,48399.0,93420.0,0.9028999999999999,5427320.0,0.5,25.3,52610.0,0.7,9.04,11.42,18.31,32.05,49.69,18810.0,23760.0,38090.0,66660.0,103350.0,all_jobs
2013,LA,239.207,136.4,0.6038230320415771,13097434.0,25.803,3.28,48399.0,93420.0,0.9028999999999999,980.0,36.1,16.39,,12.0,8.59,9.17,15.42,19.85,26.22,,,,,,dancer
2013,LA,239.207,136.4,0.6038230320415771,13097434.0,25.803,3.28,48399.0,93420.0,0.9028999999999999,340.0,41.3,,,,,,,,,,,,,,choreo
2013,LA,239.207,136.4,0.6038230320415771,13097434.0,25.803,3.28,48399.0,93420.0,0.9028999999999999,8180.0,13.7,22.63,47070.0,3.2,9.31,14.11,21.73,28.92,36.23,19360.0,29350.0,45200.0,60160.0,75350.0,fit_trainer
2013,LA,239.207,136.4,0.6038230320415771,13097434.0,25.803,3.28,48399.0,93420.0,0.9028999999999999,12370.0,3.8,12.39,25780.0,1.0,8.96,10.02,11.65,13.92,16.95,18630.0,20850.0,24230.0,28950.0,35250.0,rec_worker
2013,SanFran,245.023,164.0,0.7209773639484941,4519636.0,25.803,3.28,48399.0,93420.0,0.9028999999999999,2049560.0,0.8,30.59,63630.0,0.8,10.07,14.11,23.43,39.75,61.19,20940.0,29340.0,48730.0,82670.0,127270.0,all_jobs
2013,SanFran,245.023,164.0,0.7209773639484941,4519636.0,25.803,3.28,48399.0,93420.0,0.9028999999999999,480.0,28.6,16.77,,9.8,9.27,10.86,16.25,21.02,25.38,,,,,,dancer
2013,SanFran,245.023,164.0,0.7209773639484941,4519636.0,25.803,3.28,48399.0,93420.0,0.9028999999999999,320.0,41.7,35.64,74120.0,14.3,16.33,21.73,35.58,50.39,55.83,33960.0,45190.0,74010.0,104810.0,116120.0,choreo
2013,SanFran,245.023,164.0,0.7209773639484941,4519636.0,25.803,3.28,48399.0,93420.0,0.9028999999999999,4530.0,7.7,28.89,60100.0,3.9,10.92,18.38,29.25,38.29,48.15,22710.0,38230.0,60830.0,79650.0,100140.0,fit_trainer
2013,SanFran,245.023,164.0,0.7209773639484941,4519636.0,25.803,3.28,48399.0,93420.0,0.9028999999999999,7380.0,5.9,13.56,28200.0,1.4,8.74,9.7,12.54,16.2,20.35,18180.0,20170.0,26080.0,33690.0,42330.0,rec_worker
2013,All,232.957,,,316128839.0,25.803,3.28,48399.0,93420.0,0.9028999999999999,132588810.0,0.1,22.33,46440.0,0.1,8.74,10.9,16.87,27.34,42.47,18190.0,22670.0,35080.0,56860.0,88330.0,all_jobs
2013,All,232.957,,,316128839.0,25.803,3.28,48399.0,93420.0,0.9028999999999999,11540.0,6.6,20.0,,6.2,8.47,9.69,14.87,23.38,34.22,,,,,,dancer
2013,All,232.957,,,316128839.0,25.803,3.28,48399.0,93420.0,0.9028999999999999,6300.0,7.6,24.0,49930.0,3.8,9.2,13.71,21.22,31.66,45.59,19140.0,28510.0,44130.0,65850.0,94830.0,choreo
2013,All,232.957,,,316128839.0,25.803,3.28,48399.0,93420.0,0.9028999999999999,238170.0,1.4,18.17,37790.0,0.8,8.58,10.15,15.88,23.36,32.19,17840.0,21110.0,33020.0,48590.0,66950.0,fit_trainer
2013,All,232.957,,,316128839.0,25.803,3.28,48399.0,93420.0,0.9028999999999999,317310.0,1.0,12.29,25560.0,0.5,8.17,8.94,10.76,14.21,18.7,16990.0,18590.0,22390.0,29550.0,38890.0,rec_worker
2014,NY,260.23,216.7,0.8996778264912979,19280929.0,27.001,3.42,52942.0,99696.0,0.9504,8615710.0,0.3,28.39,59060.0,0.5,9.19,12.47,20.99,35.83,55.72,19120.0,25950.0,43660.0,74530.0,115900.0,all_jobs
2014,NY,260.23,216.7,0.8996778264912979,19280929.0,27.001,3.42,52942.0,99696.0,0.9504,1040.0,17.1,23.98,,7.2,12.12,15.46,22.7,31.44,36.45,,,,,,dancer
2014,NY,260.23,216.7,0.8996778264912979,19280929.0,27.001,3.42,52942.0,99696.0,0.9504,330.0,31.2,33.55,69790.0,9.9,18.82,21.43,29.9,49.15,56.44,39140.0,44580.0,62180.0,102230.0,117390.0,choreo
2014,NY,260.23,216.7,0.8996778264912979,19280929.0,27.001,3.42,52942.0,99696.0,0.9504,18140.0,6.6,26.85,55850.0,3.3,10.31,15.63,25.53,34.93,46.56,21450.0,32510.0,53100.0,72640.0,96850.0,fit_trainer
2014,NY,260.23,216.7,0.8996778264912979,19280929.0,27.001,3.42,52942.0,99696.0,0.9504,24020.0,6.1,13.82,28750.0,1.3,8.71,9.73,12.33,16.62,21.22,18120.0,20240.0,25650.0,34560.0,44140.0,rec_worker
2014,Chicago,228.468,116.9,0.5491614600460375,9560430.0,27.001,3.42,52942.0,99696.0,0.9504,4411860.0,0.3,24.23,50410.0,0.8,9.08,11.19,18.07,30.75,46.01,18890.0,23280.0,37590.0,63950.0,95700.0,all_jobs
2014,Chicago,228.468,116.9,0.5491614600460375,9560430.0,27.001,3.42,52942.0,99696.0,0.9504,580.0,45.7,22.27,,8.9,10.75,13.64,20.86,26.37,34.46,,,,,,dancer
2014,Chicago,228.468,116.9,0.5491614600460375,9560430.0,27.001,3.42,52942.0,99696.0,0.9504,,,24.63,51230.0,7.8,19.54,20.55,22.23,23.97,37.35,40640.0,42740.0,46250.0,49850.0,77690.0,choreo
2014,Chicago,228.468,116.9,0.5491614600460375,9560430.0,27.001,3.42,52942.0,99696.0,0.9504,,,17.57,36550.0,3.6,8.84,9.44,13.83,23.47,29.34,18380.0,19640.0,28770.0,48820.0,61020.0,fit_trainer
2014,Chicago,228.468,116.9,0.5491614600460375,9560430.0,27.001,3.42,52942.0,99696.0,0.9504,15590.0,6.6,12.12,25220.0,1.3,8.64,9.07,10.54,13.57,18.24,17970.0,18870.0,21910.0,28230.0,37940.0,rec_worker
2014,Seattle,246.018,121.4,0.5355260197712325,3675160.0,27.001,3.42,52942.0,99696.0,0.9504,1761920.0,0.7,27.58,57370.0,2.9,10.51,13.98,21.65,35.44,53.15,21870.0,29070.0,45040.0,73710.0,110560.0,all_jobs
2014,Seattle,246.018,121.4,0.5355260197712325,3675160.0,27.001,3.42,52942.0,99696.0,0.9504,,,36.48,75870.0,8.3,20.64,30.92,37.23,43.24,49.09,42930.0,64320.0,77430.0,89950.0,102110.0,choreo
2014,Seattle,246.018,121.4,0.5355260197712325,3675160.0,27.001,3.42,52942.0,99696.0,0.9504,5070.0,8.0,20.0,41590.0,5.3,10.54,12.57,16.2,26.83,34.88,21920.0,26150.0,33700.0,55800.0,72540.0,fit_trainer
2014,Seattle,246.018,121.4,0.5355260197712325,3675160.0,27.001,3.42,52942.0,99696.0,0.9504,3310.0,5.7,13.8,28700.0,1.8,9.67,10.43,11.72,15.16,20.72,20110.0,21690.0,24370.0,31530.0,43090.0,rec_worker
2014,LA,242.434,136.4,0.6038230320415771,13166609.0,27.001,3.42,52942.0,99696.0,0.9504,5541000.0,0.5,25.48,53000.0,0.6,9.09,11.46,18.41,32.15,50.08,18900.0,23850.0,38290.0,66880.0,104170.0,all_jobs
2014,LA,242.434,136.4,0.6038230320415771,13166609.0,27.001,3.42,52942.0,99696.0,0.9504,930.0,33.0,15.57,,12.1,8.67,9.16,10.94,20.83,27.21,,,,,,dancer
2014,LA,242.434,136.4,0.6038230320415771,13166609.0,27.001,3.42,52942.0,99696.0,0.9504,370.0,44.6,,,,,,,,,,,,,,choreo
2014,LA,242.434,136.4,0.6038230320415771,13166609.0,27.001,3.42,52942.0,99696.0,0.9504,8700.0,10.7,22.95,47750.0,4.0,9.13,13.19,21.23,29.01,40.58,18990.0,27440.0,44160.0,60330.0,84400.0,fit_trainer
2014,LA,242.434,136.4,0.6038230320415771,13166609.0,27.001,3.42,52942.0,99696.0,0.9504,12730.0,3.7,12.48,25970.0,1.2,8.84,9.9,11.57,14.06,17.67,18390.0,20600.0,24060.0,29250.0,36750.0,rec_worker
2014,SanFran,251.985,164.0,0.7209773639484941,4584981.0,27.001,3.42,52942.0,99696.0,0.9504,2112800.0,1.0,31.25,64990.0,0.8,10.21,14.23,23.72,40.55,62.9,21240.0,29600.0,49330.0,84340.0,130840.0,all_jobs
2014,SanFran,251.985,164.0,0.7209773639484941,4584981.0,27.001,3.42,52942.0,99696.0,0.9504,500.0,35.2,16.93,,9.2,9.2,10.77,14.15,21.01,27.73,,,,,,dancer
2014,SanFran,251.985,164.0,0.7209773639484941,4584981.0,27.001,3.42,52942.0,99696.0,0.9504,150.0,26.8,38.01,79050.0,9.3,16.06,30.56,38.7,50.66,56.16,33410.0,63570.0,80490.0,105370.0,116800.0,choreo
2014,SanFran,251.985,164.0,0.7209773639484941,4584981.0,27.001,3.42,52942.0,99696.0,0.9504,5030.0,7.8,27.86,57960.0,4.4,10.78,15.22,27.23,36.59,49.74,22420.0,31670.0,56640.0,76100.0,103450.0,fit_trainer
2014,SanFran,251.985,164.0,0.7209773639484941,4584981.0,27.001,3.42,52942.0,99696.0,0.9504,7320.0,7.2,14.06,29240.0,1.7,8.94,10.26,13.02,16.51,20.98,18600.0,21350.0,27090.0,34330.0,43650.0,rec_worker
2014,All,236.736,,,318857056.0,27.001,3.42,52942.0,99696.0,0.9504,135128260.0,0.1,22.71,47230.0,0.1,8.82,11.04,17.09,27.75,43.3,18350.0,22950.0,35540.0,57720.0,90060.0,all_jobs
2014,All,236.736,,,318857056.0,27.001,3.42,52942.0,99696.0,0.9504,11240.0,7.0,18.53,,2.9,8.52,9.46,14.31,23.71,34.44,,,,,,dancer
